Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
285,Courtney Lee\leeco01,SG,34,DAL,17,4,10.9,1.4,2.8,.479,0.8,1.9,.438,0.5,0.9,.563,.625,0.1,0.1,.500,0.2,0.9,1.1,0.5,0.5,0.2,0.3,1.1,3.6
286,Damion Lee\leeda03,SG,27,GSW,43,30,28.3,4.2,10.2,.416,1.6,4.6,.357,2.6,5.6,.463,.495,2.3,2.6,.883,0.7,4.1,4.9,2.6,1.0,0.1,1.4,2.4,12.4
287,Alex Len\lenal01,C,26,TOT,44,9,18.5,3.4,6.2,.547,0.3,1.3,.250,3.1,5.0,.624,.573,1.3,2.0,.640,1.8,4.1,5.9,1.0,0.5,0.9,1.0,2.3,8.4
287,Alex Len\lenal01,C,26,ATL,40,9,18.6,3.6,6.5,.546,0.4,1.4,.250,3.2,5.1,.627,.573,1.3,2.0,.630,1.7,4.0,5.8,1.1,0.5,0.8,1.0,2.3,8.7
287,Alex Len\lenal01,C,26,SAC,4,0,17.3,2.0,3.5,.571,0.0,0.0,,2.0,3.5,.571,.571,1.0,1.3,.800,2.8,4.8,7.5,1.0,0.5,1.3,1.5,2.3,5.0
288,Kawhi Leonard\leonaka01,SF,28,LAC,46,46,32.3,9.4,20.2,.464,2.1,5.7,.365,7.3,14.5,.502,.515,6.2,6.8,.898,1.0,6.5,7.5,5.2,1.8,0.6,2.9,2.0,27.0
289,Meyers Leonard\leoname01,C,27,MIA,49,49,20.1,2.4,4.6,.520,1.0,2.4,.429,1.3,2.1,.625,.635,0.3,0.5,.654,0.6,4.5,5.1,1.1,0.3,0.3,0.7,2.1,6.1
290,Caris LeVert\leverca01,SG,25,BRK,33,19,28.1,6.0,15.1,.400,1.7,4.5,.376,4.3,10.5,.411,.457,2.6,3.6,.723,1.0,2.8,3.8,3.8,1.2,0.2,2.5,1.9,16.4
291,Damian Lillard\lillada01,PG,29,POR,54,54,37.0,9.4,20.4,.460,3.9,10.0,.393,5.5,10.4,.524,.556,6.8,7.7,.889,0.5,3.8,4.4,7.9,1.0,0.3,2.9,1.7,29.5
292,Nassir Little\littlna01,PF,19,POR,43,5,12.7,1.4,3.2,.424,0.3,1.3,.255,1.0,2.0,.536,.475,0.6,1.0,.634,0.7,1.7,2.5,0.5,0.2,0.3,0.3,1.6,3.7
293,Kevon Looney\looneke01,C,23,GSW,19,4,13.0,1.3,3.9,.338,0.1,0.7,.077,1.3,3.2,.393,.345,0.4,0.5,.700,1.4,1.8,3.2,0.9,0.6,0.3,0.6,1.7,3.1
294,Brook Lopez\lopezbr01,C,31,MIL,56,55,26.6,3.9,9.3,.422,1.4,4.7,.290,2.6,4.6,.556,.495,1.5,1.8,.833,0.6,3.8,4.4,1.6,0.7,2.5,1.0,2.3,10.7
295,Robin Lopez\lopezro01,C,31,MIL,55,3,14.2,2.3,4.5,.510,0.5,1.6,.330,1.8,2.9,.609,.568,0.4,0.8,.535,0.9,1.5,2.4,0.7,0.2,0.7,0.9,1.3,5.6
296,Kevin Love\loveke01,PF,31,CLE,50,50,31.2,5.8,12.8,.449,2.5,6.7,.375,3.2,6.1,.531,.548,3.2,3.7,.850,0.9,8.7,9.6,3.0,0.6,0.4,2.5,1.5,17.2
297,Kyle Lowry\lowryky01,PG,33,TOR,47,47,36.5,5.8,14.1,.415,2.8,8.1,.350,3.0,6.0,.502,.515,4.7,5.6,.854,0.6,4.2,4.8,7.7,1.3,0.5,3.0,3.2,19.2
298,Timothé Luwawu-Cabarrot\luwawti01,SG,24,BRK,33,0,15.7,1.8,4.5,.415,0.9,2.3,.403,0.9,2.1,.429,.520,1.0,1.3,.791,0.5,1.8,2.3,0.5,0.4,0.1,0.8,1.8,5.7
299,Trey Lyles\lylestr01,PF,24,SAS,57,47,18.7,2.1,4.8,.438,0.9,2.4,.366,1.2,2.5,.507,.527,0.4,0.6,.676,1.2,4.4,5.6,1.0,0.3,0.4,0.6,1.5,5.5
300,Daryl Macon\maconda01,SG,24,MIA,4,0,3.5,0.3,0.8,.333,0.3,0.5,.500,0.0,0.3,.000,.500,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.3,0.8
301,J.P. Macura\macurjp01,SG,24,CLE,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,Josh Magette\magetjo01,PG,30,ORL,8,0,4.8,0.6,1.9,.333,0.1,0.5,.250,0.5,1.4,.364,.367,0.1,0.3,.500,0.1,0.6,0.8,0.6,0.4,0.1,0.6,0.5,1.5
303,Ian Mahinmi\mahinia01,C,33,WAS,38,35,21.3,2.7,5.5,.495,0.1,0.7,.192,2.6,4.8,.538,.507,1.8,3.0,.619,2.1,3.7,5.7,1.3,0.8,1.2,1.2,3.0,7.4
304,Thon Maker\makerth01,C,22,DET,56,13,12.7,1.5,3.1,.500,0.4,1.0,.345,1.2,2.0,.579,.558,1.2,1.8,.667,0.9,1.9,2.8,0.7,0.4,0.6,0.8,1.6,4.6
305,Terance Mann\mannte01,SG,23,LAC,35,6,7.7,0.6,1.5,.407,0.1,0.3,.250,0.5,1.2,.452,.435,0.3,0.3,.750,0.1,0.8,0.9,1.1,0.2,0.1,0.4,1.0,1.6
306,Boban Marjanović\marjabo01,C,31,DAL,30,1,8.8,2.3,4.3,.547,0.1,0.4,.273,2.2,3.9,.573,.559,0.9,1.2,.730,1.2,2.6,3.9,0.4,0.1,0.2,0.7,1.4,5.7
307,Lauri Markkanen\markkla01,PF,22,CHI,46,46,30.3,5.1,12.0,.424,2.2,6.4,.344,2.9,5.6,.516,.515,2.7,3.2,.826,1.2,5.2,6.5,1.5,0.8,0.5,1.7,2.0,15.0
308,Caleb Martin\martica02,SF,24,CHO,12,1,13.3,1.2,3.3,.350,0.5,1.3,.400,0.7,2.1,.320,.425,0.3,0.6,.571,0.5,1.5,2.0,1.0,0.3,0.3,0.7,1.5,3.2
309,Cody Martin\martico01,SF,24,CHO,42,1,16.9,1.7,4.1,.415,0.3,1.5,.219,1.4,2.5,.533,.456,0.9,1.3,.643,0.8,2.3,3.1,1.6,0.7,0.2,0.8,1.5,4.6
310,Jeremiah Martin\martije02,PG,23,BRK,2,0,5.5,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0
311,Kelan Martin\martike03,SF,24,MIN,27,4,17.1,2.4,6.2,.393,0.9,3.3,.261,1.6,3.0,.538,.461,1.0,1.0,1.000,0.4,2.9,3.3,0.7,0.3,0.3,0.6,1.8,6.7
312,Frank Mason\masonfr01,PG,25,MIL,4,0,4.5,0.3,1.8,.143,0.3,1.0,.250,0.0,0.8,.000,.214,0.5,1.0,.500,0.3,0.3,0.5,1.3,0.3,0.0,0.3,0.5,1.3
313,Garrison Mathews\mathega01,SG,23,WAS,16,0,12.6,1.4,3.1,.460,1.1,2.6,.429,0.3,0.5,.625,.640,1.8,2.0,.906,0.4,1.1,1.4,0.6,0.2,0.1,0.4,1.6,5.8
314,Wesley Matthews\matthwe02,SG,33,MIL,56,56,24.5,2.6,6.3,.409,1.7,4.4,.378,0.9,1.9,.481,.541,0.8,1.0,.759,0.3,2.2,2.4,1.5,0.6,0.2,0.7,1.5,7.6
315,Patrick McCaw\mccawpa01,SF,24,TOR,32,11,24.0,1.9,4.5,.420,0.7,1.9,.350,1.2,2.6,.470,.493,0.4,0.5,.750,0.6,1.6,2.2,2.2,1.1,0.1,0.8,1.6,4.8
316,CJ McCollum\mccolcj01,SG,28,POR,56,56,35.9,8.7,19.4,.446,2.8,7.3,.384,5.9,12.1,.484,.518,1.8,2.4,.745,0.6,3.4,4.0,4.2,0.7,0.6,1.9,2.5,22.0
317,T.J. McConnell\mccontj01,PG,27,IND,57,3,18.9,3.0,5.7,.521,0.1,0.2,.308,2.9,5.5,.530,.528,0.5,0.6,.829,0.5,2.1,2.6,5.1,0.7,0.2,1.4,1.1,6.5
318,Jalen McDaniels\mcdanja01,PF,22,CHO,10,0,16.9,1.9,4.2,.452,0.7,1.7,.412,1.2,2.5,.480,.536,0.9,1.2,.750,0.7,3.4,4.1,0.4,0.7,0.2,0.6,2.0,5.4
319,Doug McDermott\mcderdo01,PF,28,IND,59,0,20.3,3.8,8.0,.482,1.9,4.3,.433,2.0,3.7,.539,.599,0.7,0.8,.816,0.4,2.1,2.5,1.1,0.1,0.1,0.6,1.7,10.2
320,JaVale McGee\mcgeeja01,C,32,LAL,55,55,16.7,3.1,4.7,.646,0.1,0.1,.500,3.0,4.6,.650,.652,0.8,1.3,.652,1.8,4.0,5.9,0.6,0.5,1.5,0.8,2.4,7.0
321,Rodney McGruder\mcgruro01,SG,28,LAC,46,3,15.6,1.3,3.3,.391,0.5,1.7,.276,0.8,1.6,.507,.460,0.3,0.6,.500,0.5,2.1,2.7,0.6,0.5,0.2,0.4,1.4,3.3
322,Alfonzo McKinnie\mckinal01,SF,27,CLE,37,1,14.4,1.7,4.1,.414,0.3,1.6,.203,1.4,2.5,.548,.454,0.5,0.8,.690,0.8,1.9,2.8,0.4,0.6,0.2,0.6,1.7,4.3
323,Jordan McLaughlin\mclaujo01,PG,23,MIN,24,2,19.3,2.7,5.8,.468,1.1,2.7,.406,1.6,3.1,.520,.561,0.9,1.2,.724,0.2,1.5,1.7,4.0,1.1,0.2,0.8,1.0,7.4
324,Ben McLemore\mclembe01,SG,26,HOU,58,18,23.5,3.5,7.8,.449,2.6,6.5,.396,0.9,1.3,.711,.614,0.8,1.0,.750,0.3,1.9,2.3,0.9,0.6,0.2,0.8,2.1,10.3
325,Jordan McRae\mcraejo01,SG,28,TOT,33,4,20.8,4.1,9.8,.418,1.3,3.3,.382,2.8,6.5,.437,.483,2.0,2.6,.770,0.5,2.8,3.3,2.6,0.6,0.5,1.2,1.9,11.5
325,Jordan McRae\mcraejo01,SG,28,WAS,29,4,22.6,4.6,10.9,.420,1.4,3.7,.377,3.2,7.3,.441,.483,2.2,2.9,.771,0.6,3.0,3.6,2.8,0.7,0.5,1.3,2.1,12.8
325,Jordan McRae\mcraejo01,SG,28,DEN,4,0,8.0,0.5,1.5,.333,0.5,1.0,.500,0.0,0.5,.000,.500,0.8,1.0,.750,0.3,1.0,1.3,1.0,0.5,0.3,0.0,0.5,2.3
326,Nicolò Melli\mellini01,C,29,NOP,47,6,16.5,2.4,5.1,.473,1.3,3.2,.395,1.1,1.9,.609,.598,0.7,0.9,.756,0.7,2.3,3.0,1.1,0.5,0.4,0.8,1.9,6.7
327,De'Anthony Melton\meltode01,PG,21,MEM,46,2,18.9,2.9,6.7,.432,0.6,2.0,.301,2.3,4.7,.488,.477,1.8,2.2,.822,0.7,3.0,3.7,3.0,1.2,0.3,1.5,1.9,8.2
328,Chimezie Metu\metuch01,PF,22,SAS,16,0,4.6,1.3,2.2,.571,0.0,0.1,.000,1.3,2.1,.588,.571,0.4,0.5,.750,0.6,1.0,1.6,0.4,0.1,0.3,0.3,0.3,2.9
329,Khris Middleton\middlkh01,SF,28,MIL,51,48,29.9,7.7,15.2,.508,2.4,5.5,.438,5.3,9.6,.549,.589,3.3,3.6,.907,0.8,5.5,6.3,4.2,1.0,0.1,2.0,2.2,21.1
330,Eric Mika\mikaer01,PF,25,SAC,1,0,19.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,2.0,2.0,1.000,2.0,5.0,7.0,0.0,0.0,0.0,0.0,5.0,6.0
331,C.J. Miles\milescj01,SG,32,WAS,10,0,16.1,1.9,5.9,.322,1.1,3.5,.314,0.8,2.4,.333,.415,1.5,2.0,.750,0.4,0.8,1.2,1.2,1.0,0.4,0.4,1.4,6.4
332,Malcolm Miller\millema01,SF,26,TOR,24,1,5.2,0.3,1.0,.348,0.3,0.8,.333,0.1,0.2,.400,.478,0.0,0.3,.167,0.0,0.5,0.6,0.3,0.2,0.1,0.1,0.5,1.0
333,Patty Mills\millspa02,PG,31,SAS,57,1,23.0,3.9,9.3,.423,2.4,6.2,.382,1.5,3.0,.509,.552,1.4,1.7,.842,0.3,1.3,1.6,1.8,0.8,0.1,0.8,1.5,11.6
334,Paul Millsap\millspa01,PF,34,DEN,39,36,24.3,4.1,8.6,.479,1.1,2.5,.438,3.1,6.2,.496,.542,2.5,2.9,.850,1.9,3.9,5.8,1.6,0.9,0.7,1.3,2.8,11.8
335,Shake Milton\miltosh01,SG,23,PHI,27,11,17.0,2.7,5.7,.471,1.3,2.9,.430,1.4,2.7,.514,.582,1.0,1.3,.800,0.3,1.9,2.1,1.9,0.4,0.2,1.0,1.9,7.6
336,Donovan Mitchell\mitchdo01,SG,23,UTA,58,58,34.4,9.1,19.9,.458,2.5,6.8,.367,6.6,13.1,.505,.521,4.0,4.7,.854,0.7,3.7,4.4,4.2,1.0,0.2,2.7,2.5,24.8
337,Naz Mitrou-Long\mitrona01,SG,26,IND,3,0,14.3,2.0,5.3,.375,0.7,3.7,.182,1.3,1.7,.800,.438,0.0,0.0,,0.0,2.0,2.0,2.3,0.3,0.3,0.7,0.3,4.7
338,Adam Mokoka\mokokad01,SG,21,CHI,9,0,8.4,0.9,2.2,.400,0.4,1.1,.400,0.4,1.1,.400,.500,0.0,0.2,.000,0.7,0.3,1.0,0.3,0.2,0.0,0.1,1.2,2.2
339,Malik Monk\monkma01,SG,21,CHO,55,1,21.3,3.9,8.9,.434,1.1,3.7,.284,2.8,5.2,.542,.494,1.5,1.8,.820,0.5,2.4,2.9,2.1,0.5,0.3,1.4,1.3,10.3
340,Matt Mooney\moonema01,SG,22,CLE,2,0,2.5,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,1.0
341,E'Twaun Moore\mooreet01,SG,30,NOP,46,5,19.2,3.6,8.4,.429,1.3,3.3,.382,2.3,5.1,.460,.504,0.6,0.9,.659,0.6,1.8,2.5,1.5,0.6,0.2,0.7,1.5,9.1
342,Ja Morant\moranja01,PG,20,MEM,53,53,29.9,6.6,13.6,.489,0.8,2.2,.336,5.9,11.3,.519,.517,3.5,4.5,.775,0.6,2.7,3.4,6.9,0.9,0.2,3.2,1.5,17.5
343,Juwan Morgan\morgaju01,PF,22,UTA,16,0,4.6,0.6,1.1,.529,0.1,0.3,.200,0.5,0.8,.667,.559,0.0,0.0,,0.3,0.9,1.2,0.1,0.0,0.1,0.2,0.4,1.2
344,Marcus Morris\morrima03,SF-PF,30,TOT,50,50,31.9,6.2,14.2,.437,2.5,6.0,.423,3.7,8.2,.447,.526,3.4,4.1,.824,1.0,4.2,5.2,1.4,0.8,0.5,1.7,2.9,18.3
344,Marcus Morris\morrima03,SF,30,NYK,43,43,32.3,6.5,14.8,.442,2.7,6.1,.439,3.8,8.7,.444,.533,3.8,4.6,.823,1.1,4.3,5.4,1.4,0.8,0.4,1.7,3.0,19.6
344,Marcus Morris\morrima03,PF,30,LAC,7,7,30.0,4.3,10.9,.395,1.6,5.1,.306,2.7,5.7,.475,.467,0.7,0.9,.833,0.6,3.6,4.1,1.7,0.9,1.0,1.9,2.4,10.9
345,Markieff Morris\morrima02,PF,30,TOT,46,16,22.2,3.9,8.6,.451,1.7,4.2,.399,2.2,4.4,.500,.548,1.4,1.8,.778,0.6,3.3,3.9,1.5,0.6,0.3,1.5,2.4,10.8
345,Markieff Morris\morrima02,PF,30,DET,44,16,22.5,4.0,8.8,.450,1.7,4.3,.397,2.3,4.5,.500,.546,1.4,1.8,.772,0.5,3.4,3.9,1.6,0.6,0.3,1.6,2.4,11.0
345,Markieff Morris\morrima02,PF,30,LAL,2,0,17.0,2.0,4.0,.500,1.0,2.0,.500,1.0,2.0,.500,.625,1.0,1.0,1.000,1.5,1.0,2.5,0.5,0.0,0.5,0.5,2.5,6.0
346,Monte Morris\morrimo01,PG,24,DEN,59,8,21.4,3.5,7.5,.464,0.8,2.2,.383,2.6,5.3,.497,.519,0.7,0.9,.800,0.3,1.5,1.8,3.6,0.8,0.2,0.7,1.0,8.5
347,Johnathan Motley\motlejo01,PF,24,LAC,13,0,3.2,0.8,1.2,.733,0.1,0.1,1.000,0.8,1.1,.714,.767,0.4,0.5,.714,0.2,0.5,0.8,0.6,0.2,0.0,0.4,0.5,2.2
348,Emmanuel Mudiay\mudiaem01,PG,23,UTA,47,1,15.9,2.9,6.1,.470,0.6,1.6,.360,2.3,4.5,.509,.517,1.1,1.5,.754,0.4,2.1,2.4,2.3,0.4,0.2,1.4,1.3,7.4
349,Mychal Mulder\muldemy01,SG,25,GSW,1,0,22.0,1.0,6.0,.167,0.0,5.0,.000,1.0,1.0,1.000,.167,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0
350,Dejounte Murray\murrade01,PG,23,SAS,53,45,24.7,4.2,8.9,.476,0.5,1.5,.377,3.7,7.4,.495,.506,1.4,1.7,.800,1.2,4.6,5.8,4.0,1.6,0.3,1.9,2.2,10.4
351,Jamal Murray\murraja01,PG,22,DEN,49,49,32.4,7.0,15.3,.456,1.8,5.3,.341,5.2,10.0,.516,.515,2.9,3.3,.889,0.7,3.2,3.9,4.8,1.2,0.3,2.2,1.7,18.7
352,Džanan Musa\musadz01,SF,20,BRK,35,0,11.5,1.4,4.0,.360,0.4,1.9,.231,1.0,2.1,.473,.414,0.9,1.3,.750,0.5,1.5,2.0,0.9,0.4,0.0,0.8,0.7,4.2
353,Mike Muscala\muscami01,C,28,OKC,39,0,12.3,1.6,4.1,.405,1.1,3.1,.361,0.5,1.0,.538,.541,0.5,0.6,.818,0.3,2.0,2.4,0.8,0.2,0.3,0.3,1.2,4.8
354,Sviatoslav Mykhailiuk\mykhasv01,SF,22,DET,51,22,22.1,2.9,6.9,.423,2.0,4.8,.413,0.9,2.1,.448,.568,1.0,1.1,.860,0.3,1.4,1.7,1.7,0.7,0.1,1.0,1.5,8.8
355,Abdel Nader\naderab01,SF,26,OKC,44,5,15.5,2.1,4.5,.460,0.8,2.2,.365,1.3,2.3,.549,.548,1.0,1.3,.789,0.3,1.4,1.7,0.7,0.4,0.3,0.8,1.4,6.0
356,Larry Nance\nancela02,C,27,CLE,50,8,25.2,3.9,7.4,.531,0.9,2.8,.341,3.0,4.7,.644,.594,0.8,1.2,.678,1.9,5.5,7.4,2.0,0.9,0.4,1.1,1.6,9.6
357,Shabazz Napier\napiesh01,PG,28,TOT,45,24,23.4,3.2,8.0,.407,1.3,4.3,.308,1.9,3.6,.524,.490,2.0,2.4,.827,0.5,2.3,2.8,4.9,1.2,0.2,2.1,1.8,9.8
357,Shabazz Napier\napiesh01,PG,28,MIN,36,22,23.8,3.2,7.9,.403,1.3,4.4,.296,1.9,3.4,.540,.486,2.0,2.4,.818,0.5,2.6,3.1,5.2,1.1,0.2,2.1,1.7,9.6
357,Shabazz Napier\napiesh01,PG,28,WAS,9,2,22.0,3.6,8.4,.421,1.4,4.0,.361,2.1,4.4,.475,.507,2.1,2.4,.864,0.7,1.3,2.0,3.9,1.6,0.1,2.0,2.0,10.7
358,Raul Neto\netora01,PG,27,PHI,46,3,11.2,1.5,3.4,.430,0.5,1.4,.369,1.0,2.0,.473,.506,0.4,0.5,.818,0.2,0.8,1.1,1.5,0.5,0.1,0.8,0.8,3.9
359,Malik Newman\newmama01,SG,22,CLE,1,0,4.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,2.0,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
360,Georges Niang\niangge01,PF,26,UTA,53,0,13.5,2.0,4.5,.456,1.3,3.1,.421,0.7,1.4,.534,.601,0.4,0.4,.864,0.2,1.8,2.0,0.6,0.2,0.1,0.5,1.1,5.7
361,Nerlens Noel\noelne01,C,25,OKC,51,6,18.5,3.2,4.6,.688,0.0,0.1,.333,3.2,4.6,.692,.690,1.4,1.8,.766,1.5,3.4,5.0,1.0,1.0,1.5,0.9,2.6,7.8
362,Zach Norvell\norveza01,SG,22,TOT,5,0,8.2,0.6,2.4,.250,0.6,1.6,.375,0.0,0.8,.000,.375,0.2,0.2,1.000,0.0,1.2,1.2,0.6,0.4,0.0,0.6,0.8,2.0
362,Zach Norvell\norveza01,SG,22,LAL,2,0,2.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
362,Zach Norvell\norveza01,SG,22,GSW,3,0,12.0,1.0,3.7,.273,1.0,2.7,.375,0.0,1.0,.000,.409,0.3,0.3,1.000,0.0,1.7,1.7,1.0,0.7,0.0,1.0,1.3,3.3
363,Jaylen Nowell\nowelja01,SG,20,MIN,11,0,11.1,1.5,4.1,.356,0.3,2.1,.130,1.2,2.0,.591,.389,1.0,1.1,.917,0.3,0.6,0.9,1.3,0.0,0.1,0.3,0.6,4.2
364,Frank Ntilikina\ntilila01,PG,21,NYK,50,26,20.8,2.2,5.7,.385,0.7,2.3,.310,1.5,3.4,.435,.448,0.8,0.9,.870,0.4,1.8,2.2,3.0,0.9,0.3,1.3,2.5,5.9
365,Kendrick Nunn\nunnke01,SG,24,MIA,56,56,29.9,6.2,13.8,.448,2.0,5.7,.353,4.2,8.1,.514,.521,1.4,1.6,.835,0.3,2.3,2.6,3.6,0.9,0.2,1.7,2.3,15.7
366,David Nwaba\nwabada01,SF,27,BRK,20,0,13.4,1.9,3.6,.521,0.6,1.4,.429,1.3,2.2,.581,.606,0.9,1.4,.667,0.4,1.9,2.3,0.4,0.6,0.6,0.4,1.6,5.2
367,Royce O'Neale\onealro01,PF,26,UTA,59,50,29.0,2.2,4.8,.448,1.2,3.1,.403,0.9,1.8,.524,.575,0.6,0.8,.756,0.4,4.8,5.2,2.5,0.8,0.4,0.8,2.9,6.2
368,Kyle O'Quinn\oquinky01,C,29,PHI,24,1,10.3,1.5,3.0,.493,0.3,0.9,.318,1.2,2.0,.571,.542,0.3,0.6,.533,1.3,2.6,3.9,1.4,0.2,0.9,0.8,1.4,3.5
369,Semi Ojeleye\ojelese01,PF,25,BOS,55,4,14.3,0.9,2.4,.400,0.5,1.5,.358,0.4,0.9,.469,.512,0.4,0.5,.889,0.4,1.5,1.8,0.5,0.3,0.1,0.2,1.0,2.9
370,Jahlil Okafor\okafoja01,C,24,NOP,28,9,15.1,3.1,5.1,.611,0.0,0.1,.500,3.1,5.1,.613,.615,1.3,2.1,.638,1.6,2.6,4.3,1.3,0.3,0.7,1.3,2.3,7.6
371,Elie Okobo\okoboel01,PG,22,PHO,50,3,13.2,1.3,3.3,.401,0.5,1.3,.348,0.9,2.0,.436,.470,0.8,1.2,.672,0.3,1.3,1.6,2.1,0.4,0.1,0.7,0.9,4.0
372,Josh Okogie\okogijo01,SG,21,MIN,56,22,24.7,2.8,6.5,.423,0.6,2.6,.252,2.1,3.9,.534,.473,2.5,3.2,.789,1.3,3.0,4.3,1.6,1.1,0.4,1.4,2.2,8.7
373,KZ Okpala\okpalkz01,SF,20,MIA,5,0,5.2,0.6,1.0,.600,0.0,0.2,.000,0.6,0.8,.750,.600,0.2,0.4,.500,0.2,0.8,1.0,0.2,0.4,0.2,0.2,0.4,1.4
374,Victor Oladipo\oladivi01,SG,27,IND,9,6,25.1,4.0,11.3,.353,1.3,5.3,.250,2.7,6.0,.444,.412,1.9,2.4,.773,0.7,2.0,2.7,2.6,0.6,0.1,2.2,1.3,11.2
375,Kelly Olynyk\olynyke01,C,28,MIA,53,6,19.3,2.6,5.6,.470,1.4,3.3,.420,1.2,2.3,.541,.593,1.2,1.4,.840,0.7,4.0,4.6,1.6,0.7,0.3,1.1,2.5,7.8
376,Miye Oni\onimi01,SG,22,UTA,3,0,2.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.0
377,Cedi Osman\osmande01,SF,24,CLE,59,59,28.8,4.0,9.0,.445,1.8,4.8,.379,2.2,4.2,.520,.546,0.9,1.4,.646,0.5,3.0,3.5,2.4,0.8,0.3,1.4,2.4,10.8
378,Kelly Oubre\oubreke01,SF,24,PHO,56,55,34.5,6.7,14.8,.452,1.9,5.5,.352,4.7,9.3,.511,.517,3.4,4.4,.780,1.2,5.3,6.4,1.5,1.3,0.7,1.5,3.4,18.7
379,Tariq Owens\owensta01,PF,24,PHO,3,0,5.0,0.3,1.7,.200,0.0,0.7,.000,0.3,1.0,.333,.200,0.7,0.7,1.000,0.7,0.3,1.0,0.0,0.3,0.0,0.0,0.3,1.3
380,Jeremy Pargo\pargoje01,PG,33,GSW,3,0,14.7,3.7,7.3,.500,1.0,2.3,.429,2.7,5.0,.533,.568,0.0,0.3,.000,0.3,0.7,1.0,2.7,0.3,0.0,1.3,2.7,8.3
381,Jabari Parker\parkeja01,PF,24,TOT,33,23,25.8,6.0,12.1,.499,0.9,3.5,.267,5.1,8.6,.594,.538,1.7,2.2,.743,1.6,4.3,5.9,1.8,1.3,0.5,1.8,2.8,14.7
381,Jabari Parker\parkeja01,PF,24,ATL,32,23,26.2,6.2,12.3,.504,1.0,3.6,.270,5.2,8.7,.601,.543,1.7,2.3,.736,1.7,4.3,6.0,1.8,1.3,0.5,1.9,2.9,15.0
381,Jabari Parker\parkeja01,PF,24,SAC,1,0,15.0,1.0,6.0,.167,0.0,1.0,.000,1.0,5.0,.200,.167,2.0,2.0,1.000,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,4.0
382,Chandler Parsons\parsoch01,SF,31,ATL,5,0,10.8,1.0,3.6,.278,0.8,2.8,.286,0.2,0.8,.250,.389,0.0,0.0,,0.2,1.2,1.4,0.6,0.8,0.2,0.6,0.6,2.8
383,Eric Paschall\pascher01,PF,23,GSW,54,26,27.0,5.1,10.4,.488,0.6,2.1,.277,4.5,8.4,.541,.516,2.6,3.3,.783,1.4,3.3,4.6,1.7,0.6,0.2,1.6,2.1,13.4
384,Anžejs Pasečņiks\pasecan01,C,24,WAS,20,0,18.5,2.7,5.1,.529,0.0,0.1,.000,2.7,5.0,.540,.529,1.6,2.5,.620,1.9,2.9,4.7,0.9,0.4,0.5,1.1,2.9,7.0
385,Patrick Patterson\pattepa01,PF,30,LAC,48,18,12.3,1.5,3.8,.401,1.1,2.9,.380,0.4,0.9,.467,.544,0.6,0.7,.794,0.6,1.9,2.5,0.6,0.1,0.1,0.3,0.9,4.7
386,Justin Patton\pattoju01,C,22,OKC,5,0,4.8,0.8,2.0,.400,0.2,0.8,.250,0.6,1.2,.500,.450,0.0,0.0,,0.2,0.8,1.0,0.4,0.0,0.0,0.4,0.8,1.8
387,Chris Paul\paulch01,PG,34,OKC,59,59,31.7,6.2,12.7,.485,1.6,4.5,.357,4.6,8.3,.554,.548,3.6,4.0,.894,0.3,4.7,5.0,6.7,1.5,0.1,2.1,2.2,17.5
388,Elfrid Payton\paytoel01,PG,25,NYK,38,29,27.7,4.3,10.0,.430,0.4,1.7,.222,3.9,8.3,.472,.449,0.9,1.6,.548,1.2,3.5,4.7,7.1,1.6,0.4,2.1,2.1,9.8
389,Gary Payton\paytoga02,PG,27,WAS,25,17,16.3,1.8,4.4,.418,0.5,1.7,.310,1.3,2.7,.485,.477,0.2,0.3,.500,1.0,1.9,2.9,1.8,1.3,0.3,0.8,1.9,4.4
390,Norvel Pelle\pelleno01,C,26,PHI,17,0,10.0,1.1,1.9,.545,0.0,0.0,,1.1,1.9,.545,.545,0.4,0.7,.500,0.9,2.5,3.4,0.4,0.1,1.5,0.8,2.1,2.5
